annee;mois;date;jourSemaine;semaine;identifiantLigne;nomCourtLigne;typeLigne;categorieLigne;Frequentation
2024;Novembre;2024-11-27;Mercredi;48;161;161ex;Express;Régulières Métropolitaines;623.52941
2024;Juillet;2024-07-19;Vendredi;29;64;64;Métropolitaine;Régulières Métropolitaines;671.76471
2024;Novembre;2024-11-27;Mercredi;48;168;168ex;Express;Régulières Métropolitaines;235.29412
2024;Juillet;2024-07-19;Vendredi;29;81;81;Métropolitaine;Régulières Métropolitaines;351.76471
2024;Novembre;2024-11-27;Mercredi;48;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;4308.97833
2024;Juillet;2024-07-19;Vendredi;29;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;2484.4582
2024;Novembre;2024-11-28;Jeudi;48;1;C1;CHRONOSTAR;CHRONOSTAR;18647.05882
2024;Juillet;2024-07-20;Samedi;29;3;C3;CHRONOSTAR;CHRONOSTAR;5403.52941
2024;Novembre;2024-11-28;Jeudi;48;4;C4;CHRONOSTAR;CHRONOSTAR;24515.29412
2024;Juillet;2024-07-20;Samedi;29;6;C6;CHRONOSTAR;CHRONOSTAR;5569.41176
2024;Novembre;2024-11-28;Jeudi;48;14;14;Urbaine;Régulières Urbaines;3548.23529
2024;Juillet;2024-07-20;Samedi;29;32;32;Inter-quartiers;Régulières Urbaines;354.11765
2024;Novembre;2024-11-28;Jeudi;48;32;32;Inter-quartiers;Régulières Urbaines;1329.41176
2024;Juillet;2024-07-20;Samedi;29;51;51;Métropolitaine;Régulières Métropolitaines;601.17647
2024;Novembre;2024-11-28;Jeudi;48;39;39;Inter-quartiers;Régulières Urbaines;15.29412
2024;Juillet;2024-07-20;Samedi;29;52;52;Métropolitaine;Régulières Métropolitaines;1056.47059
2024;Novembre;2024-11-28;Jeudi;48;47;C7ex;CHRONOSTAR;CHRONOSTAR;437.64706
2024;Juillet;2024-07-20;Samedi;29;59;59;Métropolitaine;Régulières Métropolitaines;730.58824
2024;Novembre;2024-11-28;Jeudi;48;65;65;Métropolitaine;Régulières Métropolitaines;997.64706
2024;Juillet;2024-07-20;Samedi;29;74;74;Métropolitaine;Régulières Métropolitaines;468.23529
2024;Novembre;2024-11-28;Jeudi;48;68;68;Métropolitaine;Régulières Métropolitaines;1412.94118
2024;Juillet;2024-07-20;Samedi;29;78;78;Métropolitaine;Régulières Métropolitaines;431.76471
2024;Novembre;2024-11-28;Jeudi;48;70;70;Métropolitaine;Régulières Métropolitaines;164.70588
2024;Juillet;2024-07-20;Samedi;29;80;80;Métropolitaine;Régulières Métropolitaines;164.70588
2024;Novembre;2024-11-28;Jeudi;48;81;81;Métropolitaine;Régulières Métropolitaines;772.94118
2024;Juillet;2024-07-20;Samedi;29;803;API;Spéciale;Lignes Evènementielles;116.47059
2024;Novembre;2024-11-28;Jeudi;48;90;90;Intercommunale;Régulières Métropolitaines;94.11765
2024;Juillet;2024-07-21;Dimanche;29;7;C7;CHRONOSTAR;CHRONOSTAR;642.35294
2024;Novembre;2024-11-28;Jeudi;48;152;152ex;Express;Régulières Métropolitaines;174.11765
2024;Juillet;2024-07-21;Dimanche;29;54;54;Métropolitaine;Régulières Métropolitaines;342.35294
2024;Novembre;2024-11-28;Jeudi;48;165;165ex;Express;Régulières Métropolitaines;28.23529
2024;Juillet;2024-07-21;Dimanche;29;67;67;Métropolitaine;Régulières Métropolitaines;1.17647
2024;Novembre;2024-11-28;Jeudi;48;173;173ex;Express;Régulières Métropolitaines;207.05882
2024;Juillet;2024-07-21;Dimanche;29;72;72;Métropolitaine;Régulières Métropolitaines;341.17647
2024;Novembre;2024-11-28;Jeudi;48;804;TTZ;Spéciale;Régulières Métropolitaines;24.70588
2024;Juillet;2024-07-21;Dimanche;29;1002;b;Métro;METRO;17279.45437
2024;Novembre;2024-11-29;Vendredi;48;2;C2;CHRONOSTAR;CHRONOSTAR;11512.94118
2024;Juillet;2024-07-22;Lundi;30;6;C6;CHRONOSTAR;CHRONOSTAR;8252.94118
2024;Novembre;2024-11-29;Vendredi;48;7;C7;CHRONOSTAR;CHRONOSTAR;4723.52941
2024;Juillet;2024-07-22;Lundi;30;11;11;Urbaine;Régulières Urbaines;6397.64706
2024;Novembre;2024-11-29;Vendredi;48;14;14;Urbaine;Régulières Urbaines;3938.82353
2024;Juillet;2024-07-22;Lundi;30;13;13;Urbaine;Régulières Urbaines;2854.11765
2024;Novembre;2024-11-29;Vendredi;48;34;34;Inter-quartiers;Régulières Urbaines;1001.17647
2024;Juillet;2024-07-22;Lundi;30;37;37;Inter-quartiers;Régulières Urbaines;84.70588
2024;Novembre;2024-11-29;Vendredi;48;47;C7ex;CHRONOSTAR;CHRONOSTAR;260.0
2024;Juillet;2024-07-22;Lundi;30;50;50;Métropolitaine;Régulières Métropolitaines;667.05882
2024;Novembre;2024-11-29;Vendredi;48;53;53;Métropolitaine;Régulières Métropolitaines;2917.64706
2024;Juillet;2024-07-22;Lundi;30;56;56;Métropolitaine;Régulières Métropolitaines;803.52941
2024;Novembre;2024-11-29;Vendredi;48;64;64;Métropolitaine;Régulières Métropolitaines;1512.94118
2024;Juillet;2024-07-22;Lundi;30;59;59;Métropolitaine;Régulières Métropolitaines;1481.17647
2024;Novembre;2024-11-29;Vendredi;48;90;90;Intercommunale;Régulières Métropolitaines;60.0
2024;Juillet;2024-07-22;Lundi;30;71;71;Métropolitaine;Régulières Métropolitaines;389.41176
2024;Novembre;2024-11-29;Vendredi;48;91;91;Intercommunale;Régulières Métropolitaines;592.94118
2024;Juillet;2024-07-22;Lundi;30;80;80;Métropolitaine;Régulières Métropolitaines;451.76471
2024;Novembre;2024-11-29;Vendredi;48;164;164ex;Express;Régulières Métropolitaines;181.17647
2024;Juillet;2024-07-22;Lundi;30;82;82;Métropolitaine;Régulières Métropolitaines;162.35294
2024;Novembre;2024-11-29;Vendredi;48;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;4654.24149
2024;Juillet;2024-07-22;Lundi;30;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;2190.77399
2024;Novembre;2024-11-29;Vendredi;48;9999;9999;Non identifié;Non identifiée;10342.35294
2024;Juillet;2024-07-23;Mardi;30;12;12;Urbaine;Régulières Urbaines;2904.70588
2024;Novembre;2024-11-30;Samedi;48;2;C2;CHRONOSTAR;CHRONOSTAR;8103.52941
2024;Juillet;2024-07-23;Mardi;30;13;13;Urbaine;Régulières Urbaines;3131.76471
2024;Novembre;2024-11-30;Samedi;48;12;12;Urbaine;Régulières Urbaines;4522.35294
2024;Juillet;2024-07-23;Mardi;30;14;14;Urbaine;Régulières Urbaines;3858.82353
2024;Novembre;2024-11-30;Samedi;48;13;13;Urbaine;Régulières Urbaines;4316.47059
2024;Juillet;2024-07-23;Mardi;30;32;32;Inter-quartiers;Régulières Urbaines;589.41176
2024;Novembre;2024-11-30;Samedi;48;59;59;Métropolitaine;Régulières Métropolitaines;1277.64706
2024;Juillet;2024-07-23;Mardi;30;51;51;Métropolitaine;Régulières Métropolitaines;788.23529
2024;Novembre;2024-11-30;Samedi;48;65;65;Métropolitaine;Régulières Métropolitaines;318.82353
2024;Juillet;2024-07-23;Mardi;30;55;55;Métropolitaine;Régulières Métropolitaines;2276.47059
2024;Novembre;2024-11-30;Samedi;48;74;74;Métropolitaine;Régulières Métropolitaines;692.94118
2024;Juillet;2024-07-23;Mardi;30;61;61;Métropolitaine;Régulières Métropolitaines;1209.41176
2024;Novembre;2024-11-30;Samedi;48;123;N3;STAR de Nuit;Régulières Urbaines;31.76471
2024;Juillet;2024-07-23;Mardi;30;62;62;Métropolitaine;Régulières Métropolitaines;1169.41176
2024;Novembre;2024-11-30;Samedi;48;125;N5;STAR de Nuit;Régulières Urbaines;2.35294
2024;Juillet;2024-07-23;Mardi;30;73;73;Métropolitaine;Régulières Métropolitaines;665.88235
2024;Novembre;2024-11-30;Samedi;48;1002;b;Métro;METRO;69294.75375
2024;Juillet;2024-07-23;Mardi;30;74;74;Métropolitaine;Régulières Métropolitaines;835.29412
2024;Décembre;2024-12-01;Dimanche;48;7;C7;CHRONOSTAR;CHRONOSTAR;968.23529
2024;Juillet;2024-07-24;Mercredi;30;3;C3;CHRONOSTAR;CHRONOSTAR;6721.17647
2024;Décembre;2024-12-01;Dimanche;48;11;11;Urbaine;Régulières Urbaines;1511.76471
2024;Juillet;2024-07-24;Mercredi;30;7;C7;CHRONOSTAR;CHRONOSTAR;1882.35294
2024;Décembre;2024-12-01;Dimanche;48;12;12;Urbaine;Régulières Urbaines;631.76471
2024;Juillet;2024-07-24;Mercredi;30;10;10;Urbaine;Régulières Urbaines;1117.64706
2024;Décembre;2024-12-01;Dimanche;48;51;51;Métropolitaine;Régulières Métropolitaines;284.70588
2024;Juillet;2024-07-24;Mercredi;30;14;14;Urbaine;Régulières Urbaines;3115.29412
2024;Décembre;2024-12-01;Dimanche;48;52;52;Métropolitaine;Régulières Métropolitaines;363.52941
2024;Juillet;2024-07-24;Mercredi;30;34;34;Inter-quartiers;Régulières Urbaines;321.17647
2024;Décembre;2024-12-01;Dimanche;48;62;62;Métropolitaine;Régulières Métropolitaines;410.58824
2024;Juillet;2024-07-24;Mercredi;30;53;53;Métropolitaine;Régulières Métropolitaines;2088.23529
2024;Décembre;2024-12-01;Dimanche;48;77;77;Métropolitaine;Régulières Métropolitaines;362.35294
2024;Juillet;2024-07-24;Mercredi;30;59;59;Métropolitaine;Régulières Métropolitaines;1515.29412
2024;Décembre;2024-12-02;Lundi;49;14;14;Urbaine;Régulières Urbaines;3702.35294
2024;Juillet;2024-07-24;Mercredi;30;70;70;Métropolitaine;Régulières Métropolitaines;50.58824
2024;Décembre;2024-12-02;Lundi;49;47;C7ex;CHRONOSTAR;CHRONOSTAR;397.64706
2024;Juillet;2024-07-24;Mercredi;30;72;72;Métropolitaine;Régulières Métropolitaines;1594.11765
2024;Décembre;2024-12-02;Lundi;49;67;67;Métropolitaine;Régulières Métropolitaines;1677.64706
2024;Juillet;2024-07-24;Mercredi;30;73;73;Métropolitaine;Régulières Métropolitaines;581.17647
2024;Décembre;2024-12-02;Lundi;49;152;152ex;Express;Régulières Métropolitaines;157.64706
2024;Juillet;2024-07-24;Mercredi;30;77;77;Métropolitaine;Régulières Métropolitaines;1320.0
2024;Décembre;2024-12-02;Lundi;49;153;153ex;Express;Régulières Métropolitaines;377.64706
2024;Juillet;2024-07-24;Mercredi;30;803;API;Spéciale;Lignes Evènementielles;157.64706
2024;Décembre;2024-12-02;Lundi;49;156;156ex;Express;Régulières Métropolitaines;156.47059
2024;Juillet;2024-07-24;Mercredi;30;1002;b;Métro;METRO;43687.57185
2024;Décembre;2024-12-02;Lundi;49;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;3933.93189
2024;Juillet;2024-07-25;Jeudi;30;1;C1;CHRONOSTAR;CHRONOSTAR;8203.52941
2024;Décembre;2024-12-02;Lundi;49;9999;9999;Non identifié;Non identifiée;10623.52941
2024;Juillet;2024-07-25;Jeudi;30;67;67;Métropolitaine;Régulières Métropolitaines;1171.76471
2024;Décembre;2024-12-03;Mardi;49;2;C2;CHRONOSTAR;CHRONOSTAR;9948.23529
2024;Juillet;2024-07-25;Jeudi;30;68;68;Métropolitaine;Régulières Métropolitaines;830.58824
2024;Décembre;2024-12-03;Mardi;49;3;C3;CHRONOSTAR;CHRONOSTAR;10658.82353
2024;Juillet;2024-07-25;Jeudi;30;71;71;Métropolitaine;Régulières Métropolitaines;420.0
2024;Décembre;2024-12-03;Mardi;49;34;34;Inter-quartiers;Régulières Urbaines;1047.05882
2024;Juillet;2024-07-25;Jeudi;30;90;90;Intercommunale;Régulières Métropolitaines;68.23529
2024;Décembre;2024-12-03;Mardi;49;39;39;Inter-quartiers;Régulières Urbaines;20.0
2024;Juillet;2024-07-26;Vendredi;30;4;C4;CHRONOSTAR;CHRONOSTAR;10102.35294
2024;Décembre;2024-12-03;Mardi;49;47;C7ex;CHRONOSTAR;CHRONOSTAR;352.94118
2024;Juillet;2024-07-26;Vendredi;30;5;C5;CHRONOSTAR;CHRONOSTAR;6647.05882
2024;Décembre;2024-12-03;Mardi;49;64;64;Métropolitaine;Régulières Métropolitaines;1447.05882
2024;Juillet;2024-07-26;Vendredi;30;10;10;Urbaine;Régulières Urbaines;1247.05882
2024;Décembre;2024-12-03;Mardi;49;165;165ex;Express;Régulières Métropolitaines;43.52941
2024;Juillet;2024-07-26;Vendredi;30;32;32;Inter-quartiers;Régulières Urbaines;531.76471
2024;Décembre;2024-12-03;Mardi;49;173;173ex;Express;Régulières Métropolitaines;200.0
2024;Juillet;2024-07-26;Vendredi;30;37;37;Inter-quartiers;Régulières Urbaines;149.41176
2024;Décembre;2024-12-03;Mardi;49;1002;b;Métro;METRO;94291.47441
2024;Juillet;2024-07-26;Vendredi;30;56;56;Métropolitaine;Régulières Métropolitaines;792.94118
2024;Décembre;2024-12-04;Mercredi;49;2;C2;CHRONOSTAR;CHRONOSTAR;11095.29412
2024;Juillet;2024-07-26;Vendredi;30;61;61;Métropolitaine;Régulières Métropolitaines;1091.76471
2024;Décembre;2024-12-04;Mercredi;49;4;C4;CHRONOSTAR;CHRONOSTAR;22638.82353
2024;Juillet;2024-07-26;Vendredi;30;68;68;Métropolitaine;Régulières Métropolitaines;778.82353
2024;Décembre;2024-12-04;Mercredi;49;12;12;Urbaine;Régulières Urbaines;5777.64706
2024;Juillet;2024-07-26;Vendredi;30;81;81;Métropolitaine;Régulières Métropolitaines;360.0
2024;Décembre;2024-12-04;Mercredi;49;34;34;Inter-quartiers;Régulières Urbaines;938.82353
2024;Juillet;2024-07-26;Vendredi;30;1001;a;Métro;METRO;82290.01767
2024;Décembre;2024-12-04;Mercredi;49;50;50;Métropolitaine;Régulières Métropolitaines;1220.0
2024;Juillet;2024-07-26;Vendredi;30;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;2287.6161
2024;Décembre;2024-12-04;Mercredi;49;51;51;Métropolitaine;Régulières Métropolitaines;1464.70588
2024;Juillet;2024-07-26;Vendredi;30;9999;9999;Non identifié;Non identifiée;336.47059
2024;Décembre;2024-12-04;Mercredi;49;53;53;Métropolitaine;Régulières Métropolitaines;3037.64706
2024;Juillet;2024-07-27;Samedi;30;10;10;Urbaine;Régulières Urbaines;961.17647
2024;Décembre;2024-12-04;Mercredi;49;56;56;Métropolitaine;Régulières Métropolitaines;1155.29412
2024;Juillet;2024-07-27;Samedi;30;50;50;Métropolitaine;Régulières Métropolitaines;372.94118
2024;Décembre;2024-12-04;Mercredi;49;65;65;Métropolitaine;Régulières Métropolitaines;1069.41176
2024;Juillet;2024-07-27;Samedi;30;52;52;Métropolitaine;Régulières Métropolitaines;955.29412
2024;Décembre;2024-12-04;Mercredi;49;67;67;Métropolitaine;Régulières Métropolitaines;1941.17647
2024;Juillet;2024-07-27;Samedi;30;65;65;Métropolitaine;Régulières Métropolitaines;230.58824
2024;Décembre;2024-12-04;Mercredi;49;71;71;Métropolitaine;Régulières Métropolitaines;655.29412
2024;Juillet;2024-07-27;Samedi;30;75;75;Métropolitaine;Régulières Métropolitaines;183.52941
2024;Décembre;2024-12-04;Mercredi;49;75;75;Métropolitaine;Régulières Métropolitaines;900.0
2024;Juillet;2024-07-27;Samedi;30;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;1670.65015
2024;Décembre;2024-12-04;Mercredi;49;81;81;Métropolitaine;Régulières Métropolitaines;725.88235
2024;Juillet;2024-07-28;Dimanche;30;5;C5;CHRONOSTAR;CHRONOSTAR;1861.17647
2024;Décembre;2024-12-04;Mercredi;49;153;153ex;Express;Régulières Métropolitaines;341.17647
2024;Juillet;2024-07-28;Dimanche;30;6;C6;CHRONOSTAR;CHRONOSTAR;2061.17647
2024;Décembre;2024-12-04;Mercredi;49;159;159ex;Express;Régulières Métropolitaines;252.94118
2024;Juillet;2024-07-28;Dimanche;30;61;61;Métropolitaine;Régulières Métropolitaines;304.70588
2024;Décembre;2024-12-04;Mercredi;49;1001;a;Métro;METRO;154423.25969
2024;Juillet;2024-07-28;Dimanche;30;72;72;Métropolitaine;Régulières Métropolitaines;300.0
2024;Décembre;2024-12-04;Mercredi;49;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;4163.65325
2024;Juillet;2024-07-29;Lundi;31;4;C4;CHRONOSTAR;CHRONOSTAR;9458.82353
2024;Décembre;2024-12-05;Jeudi;49;2;C2;CHRONOSTAR;CHRONOSTAR;10658.82353
2024;Juillet;2024-07-29;Lundi;31;5;C5;CHRONOSTAR;CHRONOSTAR;6184.70588
2024;Décembre;2024-12-05;Jeudi;49;5;C5;CHRONOSTAR;CHRONOSTAR;12455.29412
2024;Juillet;2024-07-29;Lundi;31;7;C7;CHRONOSTAR;CHRONOSTAR;1650.58824
2024;Décembre;2024-12-05;Jeudi;49;47;C7ex;CHRONOSTAR;CHRONOSTAR;305.88235
2024;Juillet;2024-07-29;Lundi;31;13;13;Urbaine;Régulières Urbaines;2828.23529
2024;Décembre;2024-12-05;Jeudi;49;52;52;Métropolitaine;Régulières Métropolitaines;2903.52941
2024;Juillet;2024-07-29;Lundi;31;14;14;Urbaine;Régulières Urbaines;2780.0
2024;Décembre;2024-12-05;Jeudi;49;54;54;Métropolitaine;Régulières Métropolitaines;2202.35294
2024;Juillet;2024-07-29;Lundi;31;32;32;Inter-quartiers;Régulières Urbaines;489.41176
2024;Décembre;2024-12-05;Jeudi;49;56;56;Métropolitaine;Régulières Métropolitaines;894.11765
2024;Juillet;2024-07-29;Lundi;31;50;50;Métropolitaine;Régulières Métropolitaines;580.0
2024;Décembre;2024-12-05;Jeudi;49;72;72;Métropolitaine;Régulières Métropolitaines;2332.94118
2024;Juillet;2024-07-29;Lundi;31;67;67;Métropolitaine;Régulières Métropolitaines;1015.29412
2024;Décembre;2024-12-05;Jeudi;49;74;74;Métropolitaine;Régulières Métropolitaines;1614.11765
2024;Juillet;2024-07-29;Lundi;31;72;72;Métropolitaine;Régulières Métropolitaines;1384.70588
2024;Décembre;2024-12-05;Jeudi;49;75;75;Métropolitaine;Régulières Métropolitaines;898.82353
2024;Juillet;2024-07-29;Lundi;31;78;78;Métropolitaine;Régulières Métropolitaines;818.82353
2024;Décembre;2024-12-05;Jeudi;49;76;76;Métropolitaine;Régulières Métropolitaines;1238.82353
2024;Juillet;2024-07-29;Lundi;31;81;81;Métropolitaine;Régulières Métropolitaines;302.35294
2024;Décembre;2024-12-05;Jeudi;49;78;78;Métropolitaine;Régulières Métropolitaines;1595.29412
2024;Juillet;2024-07-30;Mardi;31;4;C4;CHRONOSTAR;CHRONOSTAR;9525.88235
2024;Décembre;2024-12-05;Jeudi;49;155;155ex;Express;Régulières Métropolitaines;334.11765
2024;Juillet;2024-07-30;Mardi;31;62;62;Métropolitaine;Régulières Métropolitaines;1024.70588
2024;Décembre;2024-12-05;Jeudi;49;164;164ex;Express;Régulières Métropolitaines;218.82353
2024;Juillet;2024-07-30;Mardi;31;68;68;Métropolitaine;Régulières Métropolitaines;704.70588
2024;Décembre;2024-12-05;Jeudi;49;165;165ex;Express;Régulières Métropolitaines;32.94118
2024;Juillet;2024-07-30;Mardi;31;72;72;Métropolitaine;Régulières Métropolitaines;1362.35294
2024;Décembre;2024-12-05;Jeudi;49;178;178ex;Express;Régulières Métropolitaines;270.58824
2024;Juillet;2024-07-30;Mardi;31;78;78;Métropolitaine;Régulières Métropolitaines;901.17647
2024;Décembre;2024-12-06;Vendredi;49;14;14;Urbaine;Régulières Urbaines;3911.76471
2024;Juillet;2024-07-30;Mardi;31;81;81;Métropolitaine;Régulières Métropolitaines;378.82353
2024;Décembre;2024-12-06;Vendredi;49;47;C7ex;CHRONOSTAR;CHRONOSTAR;271.76471
2024;Juillet;2024-07-30;Mardi;31;82;82;Métropolitaine;Régulières Métropolitaines;183.52941
2024;Décembre;2024-12-06;Vendredi;49;56;56;Métropolitaine;Régulières Métropolitaines;1090.58824
2024;Juillet;2024-07-30;Mardi;31;1001;a;Métro;METRO;78643.37371
2024;Décembre;2024-12-06;Vendredi;49;62;62;Métropolitaine;Régulières Métropolitaines;1436.47059
2024;Juillet;2024-07-31;Mercredi;31;1;C1;CHRONOSTAR;CHRONOSTAR;7057.64706
2024;Décembre;2024-12-06;Vendredi;49;74;74;Métropolitaine;Régulières Métropolitaines;1607.05882
2024;Juillet;2024-07-31;Mercredi;31;2;C2;CHRONOSTAR;CHRONOSTAR;7312.94118
2024;Décembre;2024-12-06;Vendredi;49;81;81;Métropolitaine;Régulières Métropolitaines;698.82353
2024;Juillet;2024-07-31;Mercredi;31;3;C3;CHRONOSTAR;CHRONOSTAR;5861.17647
2024;Décembre;2024-12-06;Vendredi;49;124;N4;STAR de Nuit;Régulières Urbaines;184.70588
2024;Juillet;2024-07-31;Mercredi;31;32;32;Inter-quartiers;Régulières Urbaines;622.35294
2024;Décembre;2024-12-06;Vendredi;49;159;159ex;Express;Régulières Métropolitaines;110.58824
2024;Juillet;2024-07-31;Mercredi;31;37;37;Inter-quartiers;Régulières Urbaines;130.58824
2024;Décembre;2024-12-06;Vendredi;49;167;167ex;Express;Régulières Métropolitaines;97.64706
2024;Juillet;2024-07-31;Mercredi;31;50;50;Métropolitaine;Régulières Métropolitaines;585.88235
2024;Décembre;2024-12-06;Vendredi;49;173;173ex;Express;Régulières Métropolitaines;165.88235
2024;Juillet;2024-07-31;Mercredi;31;55;55;Métropolitaine;Régulières Métropolitaines;1982.35294
2024;Décembre;2024-12-06;Vendredi;49;804;TTZ;Spéciale;Régulières Métropolitaines;31.76471
2024;Juillet;2024-07-31;Mercredi;31;65;65;Métropolitaine;Régulières Métropolitaines;323.52941
2024;Décembre;2024-12-07;Samedi;49;4;C4;CHRONOSTAR;CHRONOSTAR;13232.94118
2024;Juillet;2024-07-31;Mercredi;31;68;68;Métropolitaine;Régulières Métropolitaines;667.05882
2024;Décembre;2024-12-07;Samedi;49;7;C7;CHRONOSTAR;CHRONOSTAR;2621.17647
2024;Juillet;2024-07-31;Mercredi;31;72;72;Métropolitaine;Régulières Métropolitaines;1343.52941
2024;Décembre;2024-12-07;Samedi;49;10;10;Urbaine;Régulières Urbaines;2504.70588
2024;Juillet;2024-07-31;Mercredi;31;82;82;Métropolitaine;Régulières Métropolitaines;127.05882
2024;Décembre;2024-12-07;Samedi;49;50;50;Métropolitaine;Régulières Métropolitaines;589.41176
2024;Juillet;2024-07-31;Mercredi;31;1001;a;Métro;METRO;75765.25867
2024;Décembre;2024-12-07;Samedi;49;53;53;Métropolitaine;Régulières Métropolitaines;1958.82353
2024;Août;2024-08-01;Jeudi;31;3;C3;CHRONOSTAR;CHRONOSTAR;5808.23529
2024;Décembre;2024-12-07;Samedi;49;62;62;Métropolitaine;Régulières Métropolitaines;836.47059
2024;Août;2024-08-01;Jeudi;31;10;10;Urbaine;Régulières Urbaines;1281.17647
2024;Décembre;2024-12-07;Samedi;49;122;N2;STAR de Nuit;Régulières Urbaines;90.58824
2024;Août;2024-08-01;Jeudi;31;11;11;Urbaine;Régulières Urbaines;6007.05882
2024;Décembre;2024-12-07;Samedi;49;125;N5;STAR de Nuit;Régulières Urbaines;2.35294
2024;Août;2024-08-01;Jeudi;31;37;37;Inter-quartiers;Régulières Urbaines;125.88235
2024;Décembre;2024-12-07;Samedi;49;1002;b;Métro;METRO;66894.67996
2024;Août;2024-08-01;Jeudi;31;55;55;Métropolitaine;Régulières Métropolitaines;2034.11765
2024;Décembre;2024-12-07;Samedi;49;9999;9999;Non identifié;Non identifiée;22062.35294
2024;Août;2024-08-01;Jeudi;31;56;56;Métropolitaine;Régulières Métropolitaines;680.0
2024;Décembre;2024-12-08;Dimanche;49;3;C3;CHRONOSTAR;CHRONOSTAR;2118.82353
2024;Août;2024-08-01;Jeudi;31;64;64;Métropolitaine;Régulières Métropolitaines;556.47059
2024;Décembre;2024-12-08;Dimanche;49;6;C6;CHRONOSTAR;CHRONOSTAR;2791.76471
2024;Août;2024-08-01;Jeudi;31;72;72;Métropolitaine;Régulières Métropolitaines;1264.70588
2024;Décembre;2024-12-08;Dimanche;49;14;14;Urbaine;Régulières Urbaines;164.70588
2024;Août;2024-08-01;Jeudi;31;73;73;Métropolitaine;Régulières Métropolitaines;408.23529
2024;Décembre;2024-12-08;Dimanche;49;51;51;Métropolitaine;Régulières Métropolitaines;320.0
2024;Août;2024-08-01;Jeudi;31;78;78;Métropolitaine;Régulières Métropolitaines;772.94118
2024;Décembre;2024-12-08;Dimanche;49;52;52;Métropolitaine;Régulières Métropolitaines;324.70588
2024;Août;2024-08-01;Jeudi;31;80;80;Métropolitaine;Régulières Métropolitaines;360.0
2024;Décembre;2024-12-08;Dimanche;49;61;61;Métropolitaine;Régulières Métropolitaines;438.82353
2024;Août;2024-08-01;Jeudi;31;81;81;Métropolitaine;Régulières Métropolitaines;349.41176
2024;Décembre;2024-12-08;Dimanche;49;71;71;Métropolitaine;Régulières Métropolitaines;115.29412
2024;Août;2024-08-01;Jeudi;31;82;82;Métropolitaine;Régulières Métropolitaines;134.11765
2024;Décembre;2024-12-09;Lundi;50;3;C3;CHRONOSTAR;CHRONOSTAR;10492.94118
2024;Août;2024-08-01;Jeudi;31;9999;9999;Non identifié;Non identifiée;261.17647
2024;Décembre;2024-12-09;Lundi;50;7;C7;CHRONOSTAR;CHRONOSTAR;4060.0
2024;Août;2024-08-02;Vendredi;31;6;C6;CHRONOSTAR;CHRONOSTAR;7318.82353
2024;Décembre;2024-12-09;Lundi;50;12;12;Urbaine;Régulières Urbaines;5336.47059
2024;Août;2024-08-02;Vendredi;31;7;C7;CHRONOSTAR;CHRONOSTAR;1655.29412
2024;Décembre;2024-12-09;Lundi;50;32;32;Inter-quartiers;Régulières Urbaines;1238.82353
2024;Août;2024-08-02;Vendredi;31;10;10;Urbaine;Régulières Urbaines;1298.82353
2024;Décembre;2024-12-09;Lundi;50;59;59;Métropolitaine;Régulières Métropolitaines;2177.64706
2024;Août;2024-08-02;Vendredi;31;14;14;Urbaine;Régulières Urbaines;2894.11765
2024;Décembre;2024-12-09;Lundi;50;65;65;Métropolitaine;Régulières Métropolitaines;957.64706
2024;Août;2024-08-02;Vendredi;31;53;53;Métropolitaine;Régulières Métropolitaines;1777.64706
2024;Décembre;2024-12-09;Lundi;50;68;68;Métropolitaine;Régulières Métropolitaines;1315.29412
2024;Août;2024-08-02;Vendredi;31;62;62;Métropolitaine;Régulières Métropolitaines;876.47059
2024;Décembre;2024-12-09;Lundi;50;72;72;Métropolitaine;Régulières Métropolitaines;2621.17647
2024;Août;2024-08-02;Vendredi;31;73;73;Métropolitaine;Régulières Métropolitaines;594.11765
2024;Décembre;2024-12-09;Lundi;50;79;79;Métropolitaine;Régulières Métropolitaines;398.82353
2024;Août;2024-08-02;Vendredi;31;9000;Parcs-Relais;Parcs-Relais;Parcs-Relais;1991.70279
2024;Décembre;2024-12-09;Lundi;50;82;82;Métropolitaine;Régulières Métropolitaines;418.82353
2024;Août;2024-08-03;Samedi;31;1;C1;CHRONOSTAR;CHRONOSTAR;5581.17647
2024;Décembre;2024-12-09;Lundi;50;172;172ex;Express;Régulières Métropolitaines;264.70588
2024;Août;2024-08-03;Samedi;31;4;C4;CHRONOSTAR;CHRONOSTAR;7151.76471
2024;Décembre;2024-12-09;Lundi;50;804;TTZ;Spéciale;Régulières Métropolitaines;25.88235
2024;Août;2024-08-03;Samedi;31;5;C5;CHRONOSTAR;CHRONOSTAR;4544.70588
2024;Décembre;2024-12-09;Lundi;50;9999;9999;Non identifié;Non identifiée;11152.94118
2024;Août;2024-08-03;Samedi;31;6;C6;CHRONOSTAR;CHRONOSTAR;5117.64706
2024;Décembre;2024-12-10;Mardi;50;39;39;Inter-quartiers;Régulières Urbaines;15.29412
